Row Labels,Session_Length,Max_Page_Reached,Price_Count,Price_Variance,High_Intent,,,,,,,,,
11980,1,2,1,0,1,,,,,,,,,
11981,15,3,15,151.352381,0,,,,,,,,,
11982,12,1,12,40.15151515,0,,,,,,,,,
11983,1,1,1,0,0,,,,,,,,,
11984,3,1,3,240.3333333,0,,,,,,,,,
11985,5,2,5,133.3,0,,,,,,,,,
11986,2,1,2,50,0,,,,,,,,,
11987,8,1,8,105.9285714,0,,,,,,,,,
11988,3,1,3,217,0,,,,,,,,,
11989,2,1,2,180.5,0,,,,,,,,,
11990,6,3,6,40,0,,,,,,,,,
11991,1,2,1,0,1,,,,,,,,,
11992,2,1,2,0,0,,,,,,,,,
11993,2,1,2,0,0,,,,,,,,,
11994,2,1,2,180.5,0,,,,,,,,,
11995,1,1,1,0,0,,,,,,,,,
11996,1,1,1,0,0,,,,,,,,,
11997,21,2,21,100.1619048,0,,,,,,,,,
11998,2,5,2,0,1,,,,,,,,,
11999,5,2,5,17.5,0,,,,,,,,,
12000,1,1,1,0,0,,,,,,,,,
12001,21,5,21,167.6619048,0,,,,,,,,,
12002,22,1,22,134.2770563,0,,,,,,,,,
12003,10,4,10,57.65555556,0,,,,,,,,,
12004,1,2,1,0,1,,,,,,,,,
12005,2,2,2,98,0,,,,,,,,,
12006,18,1,18,130.0163399,0,,,,,,,,,
12007,3,3,3,33.33333333,0,,,,,,,,,
12008,10,4,10,109.6,0,,,,,,,,,
12009,1,2,1,0,1,,,,,,,,,
12010,2,1,2,0,0,,,,,,,,,
12011,2,2,2,112.5,0,,,,,,,,,
12012,8,3,8,143.125,0,,,,,,,,,
12013,3,2,3,217,0,,,,,,,,,
12014,19,2,19,120.6959064,0,,,,,,,,,
12015,2,1,2,180.5,0,,,,,,,,,
12016,10,2,10,103.9555556,0,,,,,,,,,
12017,1,1,1,0,0,,,,,,,,,
12018,2,2,2,12.5,0,,,,,,,,,
12019,20,5,20,83.30526316,0,,,,,,,,,
12020,2,2,2,12.5,0,,,,,,,,,
12021,12,5,12,77.72727273,0,,,,,,,,,
12022,10,4,10,150.0444444,0,,,,,,,,,
12023,4,2,4,49,0,,,,,,,,,
12024,3,3,3,336,0,,,,,,,,,
12025,10,2,10,156.5444444,0,,,,,,,,,
12026,2,3,2,112.5,0,,,,,,,,,
12027,6,3,6,37.46666667,0,,,,,,,,,
12028,6,1,6,150.2666667,0,,,,,,,,,
12029,2,2,2,98,0,,,,,,,,,
12030,2,1,2,50,0,,,,,,,,,
12031,4,1,4,89.58333333,0,,,,,,,,,
12032,7,2,7,72.9047619,0,,,,,,,,,
12033,12,4,12,6.628787879,0,,,,,,,,,
12034,7,2,7,249.8095238,0,,,,,,,,,
12035,7,2,7,98.57142857,0,,,,,,,,,
12036,8,4,8,209.8392857,0,,,,,,,,,
12037,1,2,1,0,1,,,,,,,,,
12038,6,1,6,36.66666667,0,,,,,,,,,
12039,13,2,13,44.16666667,0,,,,,,,,,
12040,6,1,6,41.76666667,0,,,,,,,,,
12041,8,1,8,198.8392857,0,,,,,,,,,
12042,1,1,1,0,0,,,,,,,,,
12043,10,5,10,130.9888889,0,,,,,,,,,
12044,8,1,8,6.696428571,0,,,,,,,,,
12045,5,3,5,105.2,0,,,,,,,,,
12046,2,2,2,180.5,0,,,,,,,,,
12047,10,1,10,39.51111111,0,,,,,,,,,
12048,2,2,2,12.5,0,,,,,,,,,
12049,4,3,4,192,0,,,,,,,,,
12050,7,2,7,319.8095238,0,,,,,,,,,
12051,3,3,3,8.333333333,0,,,,,,,,,
12052,5,3,5,80.2,0,,,,,,,,,
12053,7,1,7,128.6190476,0,,,,,,,,,
12054,7,4,7,204.2380952,0,,,,,,,,,
12055,2,1,2,0,0,,,,,,,,,
12056,39,5,39,104.2186235,0,,,,,,,,,
12057,31,4,31,356.8795699,0,,,,,,,,,
12058,3,5,3,8.333333333,0,,,,,,,,,
12059,1,1,1,0,0,,,,,,,,,
12060,2,3,2,578,0,,,,,,,,,
12061,2,1,2,0,0,,,,,,,,,
12062,3,2,3,97,0,,,,,,,,,
12063,1,1,1,0,0,,,,,,,,,
12064,4,1,4,25,0,,,,,,,,,
12065,21,1,21,166.8904762,0,,,,,,,,,
12066,18,4,18,147.0457516,0,,,,,,,,,
12067,3,1,3,410.3333333,0,,,,,,,,,
12068,12,5,12,86.78787879,0,,,,,,,,,
12069,1,1,1,0,0,,,,,,,,,
12070,5,3,5,63.2,0,,,,,,,,,
12071,10,4,10,151.3444444,0,,,,,,,,,
12072,12,3,12,180.5151515,0,,,,,,,,,
12073,3,5,3,75,0,,,,,,,,,
12074,7,1,7,48.80952381,0,,,,,,,,,
12075,2,1,2,180.5,0,,,,,,,,,
12076,6,1,6,40.96666667,0,,,,,,,,,
12077,1,3,1,0,1,,,,,,,,,
12078,1,1,1,0,0,,,,,,,,,
12079,6,1,6,78.16666667,0,,,,,,,,,
12080,6,2,6,144.8,0,,,,,,,,,
12081,1,1,1,0,0,,,,,,,,,
12082,7,5,7,174.2857143,0,,,,,,,,,
12083,2,1,2,180.5,0,,,,,,,,,
12084,24,4,24,130.6666667,0,,,,,,,,,
12085,2,1,2,50,0,,,,,,,,,
12086,7,2,7,66.95238095,0,,,,,,,,,
12087,14,1,14,100.5934066,0,,,,,,,,,
12088,2,2,2,0,1,,,,,,,,,
12089,1,1,1,0,0,,,,,,,,,
12090,2,3,2,112.5,0,,,,,,,,,
12091,1,1,1,0,0,,,,,,,,,
12092,6,3,6,40,0,,,,,,,,,
12093,1,1,1,0,0,,,,,,,,,
12094,2,1,2,0,0,,,,,,,,,
12095,1,1,1,0,0,,,,,,,,,
12096,5,3,5,96.7,0,,,,,,,,,
12097,1,1,1,0,0,,,,,,,,,
12098,2,1,2,112.5,0,,,,,,,,,
12099,2,1,2,760.5,0,,,,,,,,,
12100,8,3,8,136.5,0,,,,,,,,,
12101,20,5,20,94.45,0,,,,,,,,,
12102,11,4,11,50.36363636,0,,,,,,,,,
12103,1,2,1,0,1,,,,,,,,,
12104,5,3,5,166.3,0,,,,,,,,,
12105,3,5,3,25,0,,,,,,,,,
12106,7,1,7,89.57142857,0,,,,,,,,,
12107,4,2,4,111.5833333,0,,,,,,,,,
12108,9,4,9,70.94444444,0,,,,,,,,,
12109,10,2,10,146.4,0,,,,,,,,,
12110,2,3,2,4.5,0,,,,,,,,,
12111,6,2,6,158.6666667,0,,,,,,,,,
12112,6,4,6,24.16666667,0,,,,,,,,,
12113,5,1,5,90.3,0,,,,,,,,,
12114,1,1,1,0,0,,,,,,,,,
12115,8,3,8,162.9821429,0,,,,,,,,,
12116,3,4,3,240.3333333,0,,,,,,,,,
12117,2,1,2,12.5,0,,,,,,,,,
12118,1,2,1,0,1,,,,,,,,,
12119,2,2,2,0,1,,,,,,,,,
12120,3,4,3,147,0,,,,,,,,,
12121,2,1,2,0,0,,,,,,,,,
12122,1,4,1,0,1,,,,,,,,,
12123,2,4,2,0,1,,,,,,,,,
12124,3,2,3,645.3333333,0,,,,,,,,,
12125,5,3,5,226.3,0,,,,,,,,,
12126,4,1,4,304.9166667,0,,,,,,,,,
12127,10,3,10,182.0444444,0,,,,,,,,,
12128,10,1,10,70.62222222,0,,,,,,,,,
12129,4,1,4,8.333333333,0,,,,,,,,,
12130,1,4,1,0,1,,,,,,,,,
12131,4,4,4,22.91666667,0,,,,,,,,,
12132,3,1,3,0,0,,,,,,,,,
12133,5,2,5,168.3,0,,,,,,,,,
12134,11,2,11,137.4909091,0,,,,,,,,,
12135,1,1,1,0,0,,,,,,,,,
12136,5,2,5,106.3,0,,,,,,,,,
12137,2,1,2,180.5,0,,,,,,,,,
12138,6,3,6,130.3,0,,,,,,,,,
12139,5,1,5,341.7,0,,,,,,,,,
12140,3,2,3,8.333333333,0,,,,,,,,,
12141,56,3,56,98.86461039,0,,,,,,,,,
12142,1,2,1,0,1,,,,,,,,,
12143,20,2,20,195.9578947,0,,,,,,,,,
12144,12,4,12,124.3333333,0,,,,,,,,,
12145,4,4,4,16.66666667,0,,,,,,,,,
12146,19,2,19,133.0935673,0,,,,,,,,,
12147,1,1,1,0,0,,,,,,,,,
12148,17,4,17,39.88970588,0,,,,,,,,,
12149,2,1,2,12.5,0,,,,,,,,,
12150,15,2,15,154.6,0,,,,,,,,,
12151,1,1,1,0,0,,,,,,,,,
12152,1,1,1,0,0,,,,,,,,,
12153,7,2,7,50.61904762,0,,,,,,,,,
12154,4,1,4,6.25,0,,,,,,,,,
12155,1,1,1,0,0,,,,,,,,,
12156,13,5,13,56.73076923,0,,,,,,,,,
12157,4,2,4,41.66666667,0,,,,,,,,,
12158,1,1,1,0,0,,,,,,,,,
12159,1,1,1,0,0,,,,,,,,,
12160,5,2,5,60.7,0,,,,,,,,,
12161,24,4,24,83.47644928,0,,,,,,,,,
12162,3,2,3,8.333333333,0,,,,,,,,,
12163,1,1,1,0,0,,,,,,,,,
12164,1,1,1,0,0,,,,,,,,,
12165,1,1,1,0,0,,,,,,,,,
12166,4,4,4,280.3333333,0,,,,,,,,,
12167,8,2,8,98.78571429,0,,,,,,,,,
12168,4,2,4,75,0,,,,,,,,,
12169,13,3,13,148.0897436,0,,,,,,,,,
12170,3,1,3,175,0,,,,,,,,,
12171,2,1,2,0,0,,,,,,,,,
12172,1,1,1,0,0,,,,,,,,,
12173,5,1,5,0,0,,,,,,,,,
12174,2,1,2,0,0,,,,,,,,,
12175,3,1,3,387,0,,,,,,,,,
12176,1,1,1,0,0,,,,,,,,,
12177,7,4,7,45.23809524,0,,,,,,,,,
12178,1,4,1,0,1,,,,,,,,,
12179,3,2,3,217,0,,,,,,,,,
12180,5,1,5,244.7,0,,,,,,,,,
12181,13,3,13,145.2307692,0,,,,,,,,,
12182,1,2,1,0,1,,,,,,,,,
12183,1,1,1,0,0,,,,,,,,,
12184,10,1,10,96.94444444,0,,,,,,,,,
12185,5,3,5,162.3,0,,,,,,,,,
12186,2,1,2,0,0,,,,,,,,,
12187,2,1,2,0,0,,,,,,,,,
12188,9,2,9,209.3611111,0,,,,,,,,,
12189,9,1,9,80.75,0,,,,,,,,,
12190,2,1,2,0,0,,,,,,,,,
12191,1,1,1,0,0,,,,,,,,,
12192,3,1,3,219,0,,,,,,,,,
12193,3,1,3,532,0,,,,,,,,,
12194,7,2,7,112.4761905,0,,,,,,,,,
12195,4,3,4,56.25,0,,,,,,,,,
12196,2,3,2,180.5,0,,,,,,,,,
12197,3,2,3,133.3333333,0,,,,,,,,,
12198,3,1,3,177.3333333,0,,,,,,,,,
12199,10,5,10,62.54444444,0,,,,,,,,,
12200,4,3,4,83.33333333,0,,,,,,,,,
12201,1,1,1,0,0,,,,,,,,,
12202,3,1,3,65.33333333,0,,,,,,,,,
12203,16,3,16,98.65,0,,,,,,,,,
12204,5,3,5,140.2,0,,,,,,,,,
12205,3,3,3,108.3333333,0,,,,,,,,,
12206,1,1,1,0,0,,,,,,,,,
12207,5,3,5,92.5,0,,,,,,,,,
12208,11,4,11,124.6,0,,,,,,,,,
12209,2,1,2,0,0,,,,,,,,,
12210,7,3,7,73.47619048,0,,,,,,,,,
12211,7,1,7,181.4761905,0,,,,,,,,,
12212,2,1,2,200,0,,,,,,,,,
12213,1,1,1,0,0,,,,,,,,,
12214,3,2,3,120.3333333,0,,,,,,,,,
12215,14,2,14,79.67032967,0,,,,,,,,,
12216,16,2,16,202.4291667,0,,,,,,,,,
12217,8,1,8,113.4285714,0,,,,,,,,,
12218,3,3,3,121.3333333,0,,,,,,,,,
12219,6,5,6,77.5,0,,,,,,,,,
12220,1,1,1,0,0,,,,,,,,,
12221,2,1,2,420.5,0,,,,,,,,,
12222,2,2,2,0,1,,,,,,,,,
12223,8,3,8,97.71428571,0,,,,,,,,,
12224,13,5,13,170.1923077,0,,,,,,,,,
12225,14,3,14,86.95054945,0,,,,,,,,,
12226,4,2,4,120.3333333,0,,,,,,,,,
12227,1,1,1,0,0,,,,,,,,,
12228,4,2,4,120.3333333,0,,,,,,,,,
12229,2,1,2,288,0,,,,,,,,,
12230,4,2,4,129,0,,,,,,,,,
12231,6,2,6,161.4666667,0,,,,,,,,,
12232,2,3,2,0,1,,,,,,,,,
12233,6,2,6,161.7666667,0,,,,,,,,,
12234,2,1,2,50,0,,,,,,,,,
12235,3,2,3,183,0,,,,,,,,,
12236,5,1,5,237.7,0,,,,,,,,,
12237,1,4,1,0,1,,,,,,,,,
12238,1,1,1,0,0,,,,,,,,,
12239,9,3,9,198,0,,,,,,,,,
12240,3,1,3,8.333333333,0,,,,,,,,,
12241,68,4,68,162.7682177,0,,,,,,,,,
12242,6,3,6,112.9666667,0,,,,,,,,,
12243,1,1,1,0,0,,,,,,,,,
12244,1,2,1,0,1,,,,,,,,,
12245,2,1,2,242,0,,,,,,,,,
12246,3,3,3,0,1,,,,,,,,,
12247,9,3,9,93.44444444,0,,,,,,,,,
12248,10,3,10,88.9,0,,,,,,,,,
12249,1,4,1,0,1,,,,,,,,,
12250,1,1,1,0,0,,,,,,,,,
12251,2,2,2,50,0,,,,,,,,,
12252,1,1,1,0,0,,,,,,,,,
12253,5,2,5,157.2,0,,,,,,,,,
12254,1,1,1,0,0,,,,,,,,,
12255,6,2,6,48.96666667,0,,,,,,,,,
12256,1,1,1,0,0,,,,,,,,,
12257,3,1,3,0,0,,,,,,,,,
12258,1,1,1,0,0,,,,,,,,,
12259,8,2,8,108.5,0,,,,,,,,,
12260,2,1,2,12.5,0,,,,,,,,,
12261,2,1,2,50,0,,,,,,,,,
12262,15,4,15,94.6952381,0,,,,,,,,,
12263,2,3,2,392,0,,,,,,,,,
12264,18,2,18,131.7647059,0,,,,,,,,,
12265,8,1,8,66.55357143,0,,,,,,,,,
12266,4,3,4,238.25,0,,,,,,,,,
12267,1,1,1,0,0,,,,,,,,,
12268,3,1,3,75,0,,,,,,,,,
12269,6,3,6,86.66666667,0,,,,,,,,,
12270,1,1,1,0,0,,,,,,,,,
12271,2,1,2,420.5,0,,,,,,,,,
12272,4,1,4,225.3333333,0,,,,,,,,,
12273,5,1,5,290.8,0,,,,,,,,,
12274,3,1,3,33.33333333,0,,,,,,,,,
12275,4,3,4,387.3333333,0,,,,,,,,,
12276,2,1,2,180.5,0,,,,,,,,,
12277,4,2,4,94.91666667,0,,,,,,,,,
12278,4,3,4,114,0,,,,,,,,,
12279,12,4,12,140.6969697,0,,,,,,,,,
12280,1,1,1,0,0,,,,,,,,,
12281,6,4,6,36.66666667,0,,,,,,,,,
12282,3,2,3,120.3333333,0,,,,,,,,,
12283,2,1,2,0,0,,,,,,,,,
12284,1,1,1,0,0,,,,,,,,,
12285,4,3,4,111.5833333,0,,,,,,,,,
12286,3,1,3,0,0,,,,,,,,,
12287,1,1,1,0,0,,,,,,,,,
12288,7,4,7,232.4761905,0,,,,,,,,,
12289,9,1,9,91.5,0,,,,,,,,,
12290,3,1,3,65.33333333,0,,,,,,,,,
12291,3,2,3,25,0,,,,,,,,,
12292,50,3,50,165.2771429,0,,,,,,,,,
12293,11,1,11,149.3636364,0,,,,,,,,,
12294,1,2,1,0,1,,,,,,,,,
12295,1,1,1,0,0,,,,,,,,,
12296,31,3,31,193.2989247,0,,,,,,,,,
12297,5,5,5,124.7,0,,,,,,,,,
12298,7,3,7,417.9047619,0,,,,,,,,,
12299,10,2,10,283.8222222,0,,,,,,,,,
12300,1,1,1,0,0,,,,,,,,,
12301,1,1,1,0,0,,,,,,,,,
12302,5,1,5,517.7,0,,,,,,,,,
12303,4,2,4,146.9166667,0,,,,,,,,,
12304,1,1,1,0,0,,,,,,,,,
12305,8,3,8,114.4107143,0,,,,,,,,,
12306,3,3,3,305.3333333,0,,,,,,,,,
12307,2,1,2,40.5,0,,,,,,,,,
12308,5,2,5,115.2,0,,,,,,,,,
12309,5,2,5,205.7,0,,,,,,,,,
12310,6,2,6,133.1,0,,,,,,,,,
12311,8,3,8,239.8392857,0,,,,,,,,,
12312,2,2,2,0,1,,,,,,,,,
12313,4,2,4,254.9166667,0,,,,,,,,,
12314,1,1,1,0,0,,,,,,,,,
12315,6,3,6,352.1666667,0,,,,,,,,,
12316,9,2,9,132.6111111,0,,,,,,,,,
12317,4,5,4,128.6666667,0,,,,,,,,,
12318,2,2,2,0,1,,,,,,,,,
12319,5,2,5,67.7,0,,,,,,,,,
12320,10,3,10,72.22222222,0,,,,,,,,,
12321,7,3,7,113.9047619,0,,,,,,,,,
12322,3,4,3,52,0,,,,,,,,,
12323,1,2,1,0,1,,,,,,,,,
12324,2,2,2,0,1,,,,,,,,,
12325,5,4,5,36.8,0,,,,,,,,,
12326,4,2,4,25,0,,,,,,,,,
12327,6,3,6,76.66666667,0,,,,,,,,,
12328,9,3,9,230.4444444,0,,,,,,,,,
12329,16,4,16,65.72916667,0,,,,,,,,,
12330,6,1,6,85.46666667,0,,,,,,,,,
12331,1,1,1,0,0,,,,,,,,,
12332,2,3,2,0,1,,,,,,,,,
12333,2,1,2,0,0,,,,,,,,,
12334,2,1,2,98,0,,,,,,,,,
12335,3,1,3,410.3333333,0,,,,,,,,,
12336,1,2,1,0,1,,,,,,,,,
12337,5,4,5,268.7,0,,,,,,,,,
12338,1,3,1,0,1,,,,,,,,,
12339,2,3,2,84.5,0,,,,,,,,,
12340,16,3,16,139.9833333,0,,,,,,,,,
12341,8,2,8,55.35714286,0,,,,,,,,,
12342,6,4,6,154.8,0,,,,,,,,,
12343,6,3,6,127.7666667,0,,,,,,,,,
12344,19,3,19,168.619883,0,,,,,,,,,
12345,5,1,5,157.3,0,,,,,,,,,
12346,6,3,6,235.5,0,,,,,,,,,
12347,2,1,2,0,0,,,,,,,,,
12348,1,3,1,0,1,,,,,,,,,
12349,1,1,1,0,0,,,,,,,,,
12350,1,2,1,0,1,,,,,,,,,
12351,1,2,1,0,1,,,,,,,,,
12352,6,1,6,137.5,0,,,,,,,,,
12353,3,3,3,108.3333333,0,,,,,,,,,
12354,2,3,2,40.5,0,,,,,,,,,
12355,6,3,6,162.1666667,0,,,,,,,,,
12356,3,3,3,175,0,,,,,,,,,
12357,6,1,6,90.26666667,0,,,,,,,,,
12358,4,3,4,106.25,0,,,,,,,,,
12359,2,3,2,0,1,,,,,,,,,
12360,6,1,6,288.9666667,0,,,,,,,,,
12361,1,1,1,0,0,,,,,,,,,
12362,3,2,3,217,0,,,,,,,,,
12363,4,2,4,6.25,0,,,,,,,,,
12364,9,1,9,50.52777778,0,,,,,,,,,
12365,1,1,1,0,0,,,,,,,,,
12366,1,1,1,0,0,,,,,,,,,
12367,1,1,1,0,0,,,,,,,,,
12368,9,5,9,102.1944444,0,,,,,,,,,
12369,15,3,15,163.2666667,0,,,,,,,,,
12370,1,1,1,0,0,,,,,,,,,
12371,7,3,7,130.1428571,0,,,,,,,,,
12372,5,3,5,129.3,0,,,,,,,,,
12373,1,1,1,0,0,,,,,,,,,
12374,2,2,2,72,0,,,,,,,,,
12375,2,1,2,200,0,,,,,,,,,
12376,1,1,1,0,0,,,,,,,,,
12377,3,2,3,100,0,,,,,,,,,
12378,13,3,13,127.2307692,0,,,,,,,,,
12379,20,4,20,130.7657895,0,,,,,,,,,
12380,23,5,23,84.16996047,0,,,,,,,,,
12381,2,1,2,0,0,,,,,,,,,
12382,2,2,2,288,0,,,,,,,,,
12383,20,4,20,208.9342105,0,,,,,,,,,
12384,7,2,7,32.14285714,0,,,,,,,,,
12385,13,3,13,132.8974359,0,,,,,,,,,
12386,12,3,12,138.2727273,0,,,,,,,,,
12387,3,2,3,97,0,,,,,,,,,
12388,9,2,9,152.5277778,0,,,,,,,,,
12389,4,2,4,108.3333333,0,,,,,,,,,
12390,3,2,3,27,0,,,,,,,,,
12391,12,3,12,192.3863636,0,,,,,,,,,
12392,1,1,1,0,0,,,,,,,,,
12393,7,4,7,19.57142857,0,,,,,,,,,
12394,1,1,1,0,0,,,,,,,,,
12395,5,3,5,120,0,,,,,,,,,
12396,3,1,3,145.3333333,0,,,,,,,,,
12397,4,1,4,56.25,0,,,,,,,,,
12398,2,1,2,98,0,,,,,,,,,
12399,15,3,15,244.0666667,0,,,,,,,,,
12400,2,2,2,144.5,0,,,,,,,,,
12401,1,1,1,0,0,,,,,,,,,
12402,2,1,2,112.5,0,,,,,,,,,
12403,4,3,4,244.3333333,0,,,,,,,,,
12404,1,1,1,0,0,,,,,,,,,
12405,4,2,4,526.9166667,0,,,,,,,,,
12406,3,2,3,90.33333333,0,,,,,,,,,
12407,2,2,2,12.5,0,,,,,,,,,
12408,1,1,1,0,0,,,,,,,,,
12409,15,3,15,87.38095238,0,,,,,,,,,
12410,3,3,3,192,0,,,,,,,,,
12411,4,2,4,43.58333333,0,,,,,,,,,
12412,10,2,10,62.1,0,,,,,,,,,
12413,2,1,2,288,0,,,,,,,,,
12414,2,1,2,0,0,,,,,,,,,
12415,5,3,5,90.8,0,,,,,,,,,
12416,1,1,1,0,0,,,,,,,,,
12417,16,2,16,167.1625,0,,,,,,,,,
12418,1,1,1,0,0,,,,,,,,,
12419,5,1,5,10.2,0,,,,,,,,,
12420,5,3,5,196.7,0,,,,,,,,,
12421,1,2,1,0,1,,,,,,,,,
12422,3,2,3,0,1,,,,,,,,,
12423,3,2,3,120.3333333,0,,,,,,,,,
12424,2,2,2,12.5,0,,,,,,,,,
12425,6,2,6,59.6,0,,,,,,,,,
12426,18,3,18,178.4575163,0,,,,,,,,,
12427,2,1,2,0,0,,,,,,,,,
12428,1,1,1,0,0,,,,,,,,,
12429,2,3,2,2,0,,,,,,,,,
12430,4,3,4,210.25,0,,,,,,,,,
12431,32,3,32,139.5715726,0,,,,,,,,,
12432,8,4,8,130.2678571,0,,,,,,,,,
12433,3,2,3,192,0,,,,,,,,,
12434,2,3,2,12.5,0,,,,,,,,,
12435,8,2,8,215.125,0,,,,,,,,,
12436,6,3,6,201.4666667,0,,,,,,,,,
12437,2,2,2,12.5,0,,,,,,,,,
12438,1,1,1,0,0,,,,,,,,,
12439,7,3,7,154.5714286,0,,,,,,,,,
12440,5,2,5,7.5,0,,,,,,,,,
12441,10,3,10,218.6222222,0,,,,,,,,,
12442,13,4,13,103.9358974,0,,,,,,,,,
12443,4,1,4,50,0,,,,,,,,,
12444,2,2,2,112.5,0,,,,,,,,,
12445,2,2,2,50,0,,,,,,,,,
12446,2,2,2,0,1,,,,,,,,,
12447,4,3,4,133.5833333,0,,,,,,,,,
12448,9,3,9,189.5,0,,,,,,,,,
12449,1,1,1,0,0,,,,,,,,,
12450,1,1,1,0,0,,,,,,,,,
12451,4,2,4,162,0,,,,,,,,,
12452,6,1,6,23.5,0,,,,,,,,,
12453,3,2,3,120.3333333,0,,,,,,,,,
12454,6,4,6,229.1,0,,,,,,,,,
12455,1,1,1,0,0,,,,,,,,,
12456,26,3,26,70.62153846,0,,,,,,,,,
12457,7,3,7,43.95238095,0,,,,,,,,,
12458,8,3,8,118.2857143,0,,,,,,,,,
12459,4,3,4,297,0,,,,,,,,,
12460,2,1,2,420.5,0,,,,,,,,,
12461,1,1,1,0,0,,,,,,,,,
12462,2,1,2,12.5,0,,,,,,,,,
12463,2,1,2,50,0,,,,,,,,,
12464,29,5,29,147.2660099,0,,,,,,,,,
12465,14,4,14,81.47802198,0,,,,,,,,,
12466,2,1,2,12.5,0,,,,,,,,,
12467,1,3,1,0,1,,,,,,,,,
12468,2,1,2,200,0,,,,,,,,,
12469,7,5,7,84.66666667,0,,,,,,,,,
12470,8,2,8,241.7142857,0,,,,,,,,,
12471,13,3,13,249.9358974,0,,,,,,,,,
12472,3,2,3,192,0,,,,,,,,,
12473,1,1,1,0,0,,,,,,,,,
12474,4,2,4,297,0,,,,,,,,,
12475,7,1,7,42.61904762,0,,,,,,,,,
12476,13,4,13,140.9102564,0,,,,,,,,,
12477,1,1,1,0,0,,,,,,,,,
12478,24,3,24,160.5199275,0,,,,,,,,,
12479,4,3,4,128.6666667,0,,,,,,,,,
12480,2,1,2,288,0,,,,,,,,,
12481,7,3,7,231.4761905,0,,,,,,,,,
12482,16,2,16,175.0625,0,,,,,,,,,
12483,7,5,7,94.57142857,0,,,,,,,,,
12484,1,1,1,0,0,,,,,,,,,
12485,3,1,3,0,0,,,,,,,,,
12486,7,2,7,78.57142857,0,,,,,,,,,
12487,13,5,13,153.3076923,0,,,,,,,,,
12488,2,1,2,512,0,,,,,,,,,
12489,5,3,5,166.3,0,,,,,,,,,
12490,4,1,4,73.66666667,0,,,,,,,,,
12491,9,2,9,161.9444444,0,,,,,,,,,
12492,12,2,12,163.5151515,0,,,,,,,,,
12493,4,3,4,192,0,,,,,,,,,
12494,16,5,16,105.5333333,0,,,,,,,,,
12495,1,1,1,0,0,,,,,,,,,
12496,1,1,1,0,0,,,,,,,,,
12497,4,3,4,240.6666667,0,,,,,,,,,
12498,9,3,9,88.5,0,,,,,,,,,
12499,8,5,8,76.78571429,0,,,,,,,,,
12500,12,2,12,81.60606061,0,,,,,,,,,
12501,7,1,7,97.14285714,0,,,,,,,,,
12502,3,2,3,0,1,,,,,,,,,
12503,1,1,1,0,0,,,,,,,,,
12504,1,2,1,0,1,,,,,,,,,
12505,1,2,1,0,1,,,,,,,,,
12506,14,4,14,131.0549451,0,,,,,,,,,
12507,9,4,9,96.19444444,0,,,,,,,,,
12508,1,1,1,0,0,,,,,,,,,
12509,10,2,10,108.4,0,,,,,,,,,
12510,3,2,3,120.3333333,0,,,,,,,,,
12511,2,2,2,0,1,,,,,,,,,
12512,3,3,3,133.3333333,0,,,,,,,,,
12513,89,3,89,204.237998,0,,,,,,,,,
12514,2,3,2,50,0,,,,,,,,,
12515,43,4,43,111.1572536,0,,,,,,,,,
12516,6,2,6,153.6,0,,,,,,,,,
12517,3,3,3,192,0,,,,,,,,,
12518,1,1,1,0,0,,,,,,,,,
12519,6,2,6,70.16666667,0,,,,,,,,,
12520,35,5,35,117.4117647,0,,,,,,,,,
12521,4,3,4,238.25,0,,,,,,,,,
12522,14,4,14,172.0659341,0,,,,,,,,,
12523,23,3,23,138.8142292,0,,,,,,,,,
12524,5,1,5,256.8,0,,,,,,,,,
12525,1,2,1,0,1,,,,,,,,,
12526,1,1,1,0,0,,,,,,,,,
12527,7,2,7,196.2380952,0,,,,,,,,,
12528,3,1,3,158.3333333,0,,,,,,,,,
12529,2,1,2,420.5,0,,,,,,,,,
12530,3,1,3,160.3333333,0,,,,,,,,,
12531,1,1,1,0,0,,,,,,,,,
12532,8,5,8,92.26785714,0,,,,,,,,,
12533,1,1,1,0,0,,,,,,,,,
12534,3,1,3,25,0,,,,,,,,,
12535,4,3,4,84.91666667,0,,,,,,,,,
12536,3,1,3,108.3333333,0,,,,,,,,,
12537,12,5,12,69.6969697,0,,,,,,,,,
12538,3,2,3,75,0,,,,,,,,,
12539,1,1,1,0,0,,,,,,,,,
12540,3,3,3,206.3333333,0,,,,,,,,,
12541,5,2,5,120.8,0,,,,,,,,,
12542,4,2,4,33.33333333,0,,,,,,,,,
12543,5,1,5,82.5,0,,,,,,,,,
12544,4,3,4,72.91666667,0,,,,,,,,,
12545,14,4,14,230.4010989,0,,,,,,,,,
12546,18,1,18,114.3300654,0,,,,,,,,,
12547,3,1,3,52,0,,,,,,,,,
12548,10,3,10,97.15555556,0,,,,,,,,,
12549,26,5,26,238.3153846,0,,,,,,,,,
12550,5,1,5,42.5,0,,,,,,,,,
12551,16,4,16,245.4625,0,,,,,,,,,
12552,3,1,3,160.3333333,0,,,,,,,,,
12553,7,1,7,171.8095238,0,,,,,,,,,
12554,8,2,8,94.125,0,,,,,,,,,
12555,7,3,7,210.2857143,0,,,,,,,,,
12556,4,4,4,67.33333333,0,,,,,,,,,
12557,3,1,3,280.3333333,0,,,,,,,,,
12558,1,2,1,0,1,,,,,,,,,
12559,20,3,20,170.8710526,0,,,,,,,,,
